,index,name,minutes,n_steps,ingredients,n_ingredients,ingredients_clean_processed,type
8857,221181,vegan focaccia,105,17,"['warm water', 'olive oil', 'white flour', 'fresh yeast', 'salt', 'fresh tomatoes', 'garlic cloves']",7,warm water olive oil white flour fresh yeast salt fresh tomatoes garlic cloves,snacks
8868,221195,vegan fruit butter bars,35,11,"['whole wheat pastry flour', 'quick-cooking rolled oats', 'unbleached cane sugar', 'baking soda', 'salt', 'maple syrup', 'canola oil', 'fruit butter']",8,whole wheat pastry flour quick cooking rolled oats unbleached cane sugar baking soda salt maple syrup canola oil fruit butter,snacks
8873,221200,vegan ginger soft drink,60,9,"['boiling water', 'gingerroot', 'sugar', 'cloves', 'cinnamon sticks', 'lime juice', 'orange juice', 'water']",8,boiling water gingerroot sugar cloves cinnamon sticks lime juice orange juice water,light_meal
8885,221215,vegan grillers with mushroom gravy,20,11,"['cremini mushrooms', 'vegan burgers', 'yellow onion', 'garlic cloves', 'fresh thyme', 'bay leaf', 'extra virgin olive oil', 'parsley', 'lemon zest', 'lemon juice', 'kosher salt', 'fresh ground black pepper', 'all-purpose flour', 'vegetable broth']",14,cremini mushrooms vegan burgers yellow onion garlic cloves fresh thyme bay leaf extra virgin olive oil parsley lemon zest lemon juice kosher salt fresh ground black pepper purpose flour vegetable broth,main_meal
8890,221221,vegan herbed stuffing,55,7,"['bread cubes', 'cooked rice', 'onion', 'celery', 'fresh thyme', 'fresh sage', 'fresh rosemary', 'fresh parsley', 'olive oil', 'vegetable broth', 'salt']",11,bread cubes cooked rice onion celery fresh thyme fresh sage fresh rosemary fresh parsley olive oil vegetable broth salt,snacks
8898,221231,vegan irish stew,510,3,"['onion', 'garlic cloves', 'carrots', 'potatoes', 'celery', 'olive oil', 'thyme', 'bay leaf', 'guinness stout', 'tomato sauce', 'dried lentils', 'water', 'peas']",13,onion garlic cloves carrots potatoes celery olive oil thyme bay leaf guinness stout tomato sauce dried lentils water peas,main_meal
8925,221270,vegan mayo,10,4,"['soymilk', 'safflower oil', 'cider vinegar', 'dry mustard', 'agave nectar', 'hot sauce', 'sea salt', 'fresh ground black pepper']",8,soymilk safflower oil cider vinegar dry mustard agave nectar hot sauce sea salt fresh ground black pepper,other
8926,221272,vegan mayonnaise,10,2,"['safflower oil', 'soymilk', 'maple syrup', 'sea salt', 'apple cider vinegar', 'dijon mustard']",6,safflower oil soymilk maple syrup sea salt apple cider vinegar dijon mustard,other
8935,221282,vegan mini carrot cake muffins,60,9,"['baking powder', 'unsweetened applesauce', 'sugar', 'all-purpose flour', 'baking soda', 'cinnamon', 'nutmeg', 'salt', 'grapeseed oil', 'honey', 'carrot', 'water']",12,baking powder unsweetened applesauce sugar purpose flour baking soda cinnamon nutmeg salt grapeseed oil honey carrot water,snacks
8939,221290,vegan mushroom cholent in the crock pot,750,14,"['dried navy beans', 'olive oil', 'onions', 'celery', 'carrots', 'parsnips', 'garlic cloves', 'ginger', 'paprika', 'black peppercorns', 'vegetable stock', 'potatoes', 'portabella mushrooms', 'pearl barley']",14,dried navy beans olive oil onions celery carrots parsnips garlic cloves ginger paprika black peppercorns vegetable stock potatoes portabella mushrooms pearl barley,main_meal
8944,221296,vegan no chill sugar cookies,30,17,"['cooking oil', 'sugar', 'baking powder', 'soymilk', 'almond extract', 'all-purpose flour']",6,cooking oil sugar baking powder soymilk almond extract purpose flour,desserts
8946,221298,vegan nutritional yeast and tvp veggie burgers,25,6,"['textured vegetable protein', 'quick-cooking rolled oats', 'dried oregano', 'dried basil', 'dried parsley flakes', 'onion', 'garlic granules', 'mustard powder', 'water', 'ketchup', 'soy sauce', 'creamy peanut butter', 'whole wheat pastry flour', 'nutritional yeast']",14,textured vegetable protein quick cooking rolled oats dried oregano dried basil dried parsley flakes onion garlic granules mustard powder water ketchup soy sauce creamy peanut butter whole wheat pastry flour nutritional yeast,main_meal
8952,221309,vegan old fashioned soft pumpkin cookies,35,13,"['all-purpose flour', 'whole wheat flour', 'baking soda', 'baking powder', 'ground cinnamon', 'ground nutmeg', 'ground ginger', 'ground cloves', 'salt', 'granulated sugar', 'brown sugar', 'vegan margarine', ""libby's canned pumpkin"", 'vanilla extract']",14,purpose flour whole wheat flour baking soda baking powder ground cinnamon ground nutmeg ground ginger ground cloves salt granulated sugar brown sugar vegan margarine libbys canned pumpkin vanilla extract,snacks
8961,221324,vegan pasta primavera,40,9,"['olive oil', 'onion', 'garlic cloves', 'dried basil', 'flour', 'coconut milk', 'broth', 'nutritional yeast', 'head broccoli', 'carrot', 'fresh mushrooms', 'frozen peas', 'sea salt', 'pepper', 'angel hair pasta']",15,olive oil onion garlic cloves dried basil flour coconut milk broth nutritional yeast head broccoli carrot fresh mushrooms frozen peas sea salt pepper angel hair pasta,snacks
8962,221325,vegan pastry cream,40,4,"['flour', 'soymilk', 'sugar', 'salt', 'lemon juice', 'lemon zest', 'vanilla']",7,flour soymilk sugar salt lemon juice lemon zest vanilla,light_meal
8963,221327,vegan peanut bread,65,3,"['flour', 'cornmeal', 'baking powder', 'salt', 'sugar', 'applesauce', 'water', 'peanut butter']",8,flour cornmeal baking powder salt sugar applesauce water peanut butter,snacks
8964,221328,vegan peanut butter apple crisp,60,7,"['peanut butter', 'butter flavor shortening', 'flour', 'rolled oats', 'turbinado sugar', 'apples', 'ground cinnamon', 'fresh lemon rind', 'lemon juice', 'water']",10,peanut butter butter flavor shortening flour rolled oats turbinado sugar apples ground cinnamon fresh lemon rind lemon juice water,snacks
8965,221329,vegan peanut butter balls,10,3,"['peanut butter', 'agave nectar', 'oatmeal', 'coconut']",4,peanut butter agave nectar oatmeal coconut,snacks
8966,221331,vegan peanut butter chocolate chip oatmeal cookies,20,8,"['crunchy peanut butter', 'vegetable oil', 'light brown sugar', 'soymilk', 'pure vanilla extract', 'whole wheat flour', 'all-purpose flour', 'baking soda', 'salt', 'rolled oats', 'semi-sweet chocolate chips']",11,crunchy peanut butter vegetable oil light brown sugar soymilk pure vanilla extract whole wheat flour purpose flour baking soda salt rolled oats semi sweet chocolate chips,desserts
8967,221332,vegan peanut butter cookies,20,11,"['all-purpose flour', 'old fashioned oats', 'baking powder', 'salt', 'creamy peanut butter', 'soymilk', 'sugar']",7,purpose flour old fashioned oats baking powder salt creamy peanut butter soymilk sugar,snacks
8968,221334,vegan peanut butter frosting,5,1,"['natural-style peanut butter', 'maple syrup', 'flour']",3,natural style peanut butter maple syrup flour,desserts
8969,221335,vegan peanut butter oatmeal cookies  healthier,25,11,"['whole wheat flour', 'all-purpose flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'oats', 'dry roasted salted peanuts', 'applesauce', 'natural-style peanut butter', 'splenda sugar substitute', 'dark brown sugar', 'milk', 'ground flax seeds', 'pure vanilla extract']",15,whole wheat flour purpose flour baking powder baking soda salt cinnamon oats dry roasted salted peanuts applesauce natural style peanut butter splenda sugar substitute dark brown sugar milk ground flax seeds pure vanilla extract,snacks
9001,221378,vegan quinoa salad,25,4,"['vegetable broth', 'quinoa', 'cucumber', 'red bell peppers', 'broccoli floret', 'tomatoes', 'olive oil', 'lemon juice', 'garlic cloves', 'salt and pepper']",10,vegetable broth quinoa cucumber red bell peppers broccoli floret tomatoes olive oil lemon juice garlic cloves salt pepper,snacks
9005,221385,vegan red potato and asparagus salad,45,16,"['dijon mustard', 'lemons', 'olive oil', 'cayenne pepper', 'salt', 'red potatoes', 'asparagus', 'fresh chives']",8,dijon mustard lemons olive oil cayenne pepper salt red potatoes asparagus fresh chives,light_meal
9017,221402,vegan slow cooker  cheesy  broccoli rice,185,6,"['brown rice', 'vegetable broth', 'nutritional yeast', 'broccoli floret', 'tofu']",5,brown rice vegetable broth nutritional yeast broccoli floret tofu,snacks
9039,221443,vegan tarka dahl,1470,13,"['fresh ginger', 'onion seeds', 'mustard seeds', 'molasses', 'garlic cloves', 'onions', 'cumin', 'ground coriander', 'turmeric', 'paprika', 'chili powder', 'coriander', 'frozen spinach', 'yellow split peas', 'ghee', 'sunflower oil', 'garam masala', 'vegetable stock cube']",18,fresh ginger onion seeds mustard seeds molasses garlic cloves onions cumin ground coriander turmeric paprika chili powder coriander frozen spinach yellow split peas ghee sunflower oil garam masala vegetable stock cube,other
9049,221455,vegan tomato alfredo sauce,15,4,"['fettuccine', 'silken tofu', 'nutritional yeast', 'onion powder', 'garlic powder', 'tomato puree']",6,fettuccine silken tofu nutritional yeast onion powder garlic powder tomato puree,light_meal
9072,221482,vegan white chocolate,10,6,"['cocoa butter', 'powdered sugar', 'powdered milk', 'salt', 'vanilla extract']",5,cocoa butter powdered sugar powdered milk salt vanilla extract,desserts
9112,221794,vegetable rice  parve,25,5,"['oil', 'onion', 'green pepper', 'tomatoes', 'garlic clove', 'rice', 'water', 'salt and pepper', 'marjoram']",9,oil onion green pepper tomatoes garlic clove rice water salt pepper marjoram,snacks
9132,221974,vegetarian 15 bean soup,165,9,"['15 bean soup mix', 'low sodium vegetable broth', 'olive oil', 'onion', 'garlic clove', 'celery ribs', 'carrots', 'diced tomatoes', 'lemon juice', 'bay leaves', 'tabasco sauce', 'oregano', 'chili powder', 'ground thyme', 'cayenne pepper', 'ground black pepper', 'salt']",17,15 bean soup mix low sodium vegetable broth olive oil onion garlic clove celery ribs carrots diced tomatoes lemon juice bay leaves tabasco sauce oregano chili powder ground thyme cayenne pepper ground black pepper salt,main_meal
9165,222123,vegetarian green beans and tomatoes,25,9,"['green beans', 'tomatoes', 'olive oil', 'salt', 'fresh ground pepper', 'garlic salt']",6,green beans tomatoes olive oil salt fresh ground pepper garlic salt,other
9169,222129,vegetarian harira,70,6,"['olive oil', 'yellow onions', 'garlic clove', 'water', 'vegetable broth', 'dried lentils', 'tomato puree', 'kosher salt', 'ras el hanout spice mix', 'turmeric', 'sweet paprika', 'fresh ground black pepper', 'frozen lima beans', 'celery', 'fresh cilantro', 'fresh parsley', 'tomato paste', 'garbanzo beans', 'lemon wedges']",19,olive oil yellow onions garlic clove water vegetable broth dried lentils tomato puree kosher salt ras el hanout spice mix turmeric sweet paprika fresh ground black pepper frozen lima beans celery fresh cilantro fresh parsley tomato paste garbanzo beans lemon wedges,main_meal
9172,222142,vegetarian irish stew,30,9,"['onions', 'unbleached flour', 'water', 'mushrooms', 'carrots', 'turnips', 'celery', 'split red lentils', 'fresh parsley', 'braggs liquid aminos', 'vegetable bouillon cubes', 'bay leaf', 'marmite', 'sugar', 'thyme', 'rosemary', 'marjoram', 'pepper', 'textured vegetable protein']",19,onions unbleached flour water mushrooms carrots turnips celery split red lentils fresh parsley braggs liquid aminos vegetable bouillon cubes bay leaf marmite sugar thyme rosemary marjoram pepper textured vegetable protein,main_meal
9173,222145,vegetarian jambalaya,35,6,"['boil-in-the-bag rice', 'water', 'crushed tomatoes', 'frozen corn', 'kidney beans', 'onion', 'garlic', 'butter', 'seasoning']",9,boil bag rice water crushed tomatoes frozen corn kidney beans onion garlic butter seasoning,snacks
9185,222210,vegetarian mushrooms   bean sprouts,15,4,"['olive oil', 'garlic', 'white mushrooms', 'fresh bean sprouts', 'soy sauce']",5,olive oil garlic white mushrooms fresh bean sprouts soy sauce,light_meal
9190,222240,vegetarian pineapple curry,20,11,"['pineapple', 'olive oil', 'crushed red pepper flakes', 'fresh gingerroot', 'garlic cloves', 'yellow onion', 'red bell pepper', 'baked tofu', 'baby carrots', 'broccoli florets', 'plum tomatoes', 'chardonnay wine', 'turmeric', 'red star nutritional yeast', 'tamari', 'fresh cilantro', 'jasmine rice']",17,pineapple olive oil crushed red pepper flakes fresh gingerroot garlic cloves yellow onion red bell pepper baked tofu baby carrots broccoli florets plum tomatoes chardonnay wine turmeric red star nutritional yeast tamari fresh cilantro jasmine rice,main_meal
9234,222506,veggie oat burger,60,14,"['extra virgin olive oil', 'onion', 'carrot', 'celery', 'zucchini', 'cooked brown rice', 'quick oats', 'garlic powder', 'cumin powder', 'cayenne powder', 'nutritional yeast flakes', 'firm tofu', 'vegetable seasoning', 'water', 'braggs liquid aminos', 'breadcrumbs']",16,extra virgin olive oil onion carrot celery zucchini cooked brown rice quick oats garlic powder cumin powder cayenne powder nutritional yeast flakes firm tofu vegetable seasoning water braggs liquid aminos breadcrumbs,snacks
9242,222588,veggie tofu stir fry with sesame seeds over brown rice,97,12,"['firm tofu', 'reduced-sodium soy sauce', 'vegetable broth', 'brown rice', 'canola oil', 'garlic', 'yellow onion', 'broccoli', 'red peppers', 'button mushroom', 'water chestnuts', 'dried basil', 'dried oregano', 'ground black pepper', 'sesame seeds']",15,firm tofu reduced sodium soy sauce vegetable broth brown rice canola oil garlic yellow onion broccoli red peppers button mushroom water chestnuts dried basil dried oregano ground black pepper sesame seeds,main_meal
9259,223104,very good for your health and mine vegetarian lemon  pepper soup,55,13,"['carrot', 'cabbage', 'mushrooms', 'red capsicum', 'tomatoes', 'salt', 'oil', 'vegetable stock', 'black peppercorns', 'bean sprouts', 'lemon juice']",11,carrot cabbage mushrooms red capsicum tomatoes salt oil vegetable stock black peppercorns bean sprouts lemon juice,snacks
9286,223793,voila potato salad with basil oil dressing,205,25,"['potato', 'basil oil', 'elephant garlic cloves', 'walla walla onion', 'oil', 'salt', 'white pepper', 'lemon zest']",8,potato basil oil elephant garlic cloves walla walla onion oil salt white pepper lemon zest,light_meal
9447,227792,winter ratatouille  with option to make into a great appetizer,28,10,"['olive oil', 'red onion', 'yellow bell pepper', 'orange bell pepper', 'zucchini', 'yellow squash', 'eggplant', 'garlic cloves', 'tomatoes', 'coarse salt', 'fresh ground black pepper', 'miniature phyllo cups']",12,olive oil red onion yellow bell pepper orange bell pepper zucchini yellow squash eggplant garlic cloves tomatoes coarse salt fresh ground black pepper miniature phyllo cups,snacks
9460,228003,wonderful apricot cranberry chutney,15,7,"['dried apricot', 'fresh cranberries', 'gala apples', 'golden raisin', 'cinnamon', 'ground ginger', 'ground allspice', 'ground cloves', 'water', 'sugar', 'cider vinegar']",11,dried apricot fresh cranberries gala apples golden raisin cinnamon ground ginger ground allspice ground cloves water sugar cider vinegar,main_meal
9467,228235,world s best tabbouli   tabouli   tabbouleh   tabouleh salad,20,6,"['bulgur', 'boiling water', 'green onion', 'onion', 'parsley', 'fresh mint leaves', 'tomatoes', 'extra virgin olive oil', 'red wine vinegar', 'lemons, juice of', 'tamari soy sauce', 'salt and pepper', 'cayenne pepper']",13,bulgur boiling water green onion onion parsley fresh mint leaves tomatoes extra virgin olive oil red wine vinegar lemons juice tamari soy sauce salt pepper cayenne pepper,snacks
